category,level,year,name,id,credits,professor,department,sub-category,language,location,remark
Elective Subject for Major,Graduate,0,Seminar in Chinese Grammar,102.655A 001,3,Park Jungku,Department of Chinese Language and Literature,,Korean,"[{'time': 'Wed.(13:00~15:50)', 'place': '1-402'}]", 
Elective Subject for Major,Graduate,0,Seminar in Classical Chinese Literature,102.670 001,3,Lee Yeongju,Department of Chinese Language and Literature,,Korean,"[{'time': 'Thur.(13:00~15:50)', 'place': '1-402'}]", 
Elective Subject for Major,Graduate,0,Studies in Chinese Ci Poetry & Sanqu Literature,102.648A 001,3,Lee Chang Sook,Department of Chinese Language and Literature,,Korean,"[{'time': 'Tue.(13:00~15:50)', 'place': '1-402'}]", 
Reading and Research,Graduate,0,Reading and Research,102.803 002,3,Kim Jingong,Department of Chinese Language and Literature,,Korean,"[{'time': '', 'place': ''}]", 
Reading and Research,Graduate,0,Reading and Research,102.803 001,3,Kim  Weolhoi,Department of Chinese Language and Literature,,Korean,"[{'time': '', 'place': ''}]", 
Reading and Research,Graduate,0,Reading and Research,102.803 003,3,Ryu Junpil,Department of Chinese Language and Literature,,Korean,"[{'time': '', 'place': ''}]", 
Elective Subject for Major,Undergraduate,2,English Writing,103.219 001,3,Hyunyang Lim,Department of English Language and Literature,Education,Korean,"[{'time': 'Mon.(14:00~15:15)', 'place': '3-115'}, {'time': 'Wed.(14:00~15:15)', 'place': '3-115'}]", 
Elective Subject for Major,Undergraduate,3,English Syntax,103.216A 001,3,Yoo Eun-Jung,Department of English Language and Literature,,Korean,"[{'time': 'Tue.(12:30~13:45)', 'place': '1-203'}, {'time': 'Thur.(12:30~13:45)', 'place': '1-203'}]", 
Elective Subject for Major,Undergraduate,2,Shakespeare,103.325 001,3,Bomin Kim,Department of English Language and Literature,,Korean,"[{'time': 'Tue.(11:00~12:15)', 'place': '7-308'}, {'time': 'Thur.(11:00~12:15)', 'place': '7-308'}]", 
Reading and Research,Graduate,0,Reading and Research,102.803 006,3,Jeon Hyungjun,Department of Chinese Language and Literature,,Korean,"[{'time': '', 'place': ''}]", 
Reading and Research,Graduate,0,Reading and Research,102.803 007,3,Olivia Anna Rovsing Milburn,Department of Chinese Language and Literature,,English,"[{'time': '', 'place': ''}]",ⓔ
Reading and Research,Graduate,0,Reading and Research,102.803 005,3,Lee Chang Sook,Department of Chinese Language and Literature,,Korean,"[{'time': '', 'place': ''}]", 
Reading and Research,Graduate,0,Reading and Research,102.803 004,3,Park Jungku,Department of Chinese Language and Literature,,Korean,"[{'time': '', 'place': ''}]", 
Reading and Research,Graduate,0,Reading and Research,102.803 008,3,,Department of Chinese Language and Literature,,Korean,"[{'time': '', 'place': ''}]", 
Elective Subject for Major,Graduate,0,Medieval English Literature,103.631A 001,3,Kim  Hyonjin,Department of English Language and Literature,,Korean,"[{'time': 'Thur.(16:30~19:20)', 'place': '2-306'}]", 
Elective Subject for Major,Graduate,0,20th- and 21st-Century British Fiction,103.621A 001,3,Son Youngjoo,Department of English Language and Literature,,Korean,"[{'time': 'Sat.(14:00~16:50)', 'place': '2-306'}]", 
Elective Subject for Major,Undergraduate,4,Women Writers and Literary Tradition,103.423 001,3,Nancy Jiwon Cho,Department of English Language and Literature,,English,"[{'time': 'Tue.(17:00~18:15)', 'place': '8-301'}, {'time': 'Thur.(17:00~18:15)', 'place': '8-301'}]",ⓔ
Elective Subject for Major,Graduate,0,College English Education,103.635 001,3,Lee  Yong-Won,Department of English Language and Literature,,English,"[{'time': 'Thur.(13:30~16:20)', 'place': '3-313'}]",ⓔ
Elective Subject for Major,Undergraduate,3,Medieval English Literature,103.341A 001,3,Kim  Hyonjin,Department of English Language and Literature,,Korean,"[{'time': 'Tue.(12:30~13:45)', 'place': '7-202'}, {'time': 'Thur.(12:30~13:45)', 'place': '7-202'}]", 
Elective Subject for Major,Undergraduate,3,Topics in Applied English Linguistics,103.346 001,3,Song Mijeong,Department of English Language and Literature,,Korean,"[{'time': 'Mon.(17:00~18:15)', 'place': '3-102'}, {'time': 'Wed.(17:00~18:15)', 'place': '3-102'}]", 
Elective Subject for Major,Undergraduate,2,English Corpus Linguistics,103.340 001,3,Kwon Heokseung,Department of English Language and Literature,,Korean,"[{'time': 'Mon.(11:00~12:15)', 'place': '1-203'}, {'time': 'Wed.(11:00~12:15)', 'place': '1-203'}]", 
Elective Subject for Major,Undergraduate,3,American Poetry,103.404 001,3,Bong Joon Soo,Department of English Language and Literature,,English,"[{'time': 'Tue.(15:30~16:45)', 'place': '1-203'}, {'time': 'Thur.(15:30~16:45)', 'place': '1-203'}]",ⓔ
Elective Subject for Major,Graduate,0,English Semantics,103.608 001,3,Jungmee Lee,Department of English Language and Literature,,Korean,"[{'time': 'Wed.(10:00~12:50)', 'place': '3-313'}]", 
Elective Subject for Major,Graduate,0,18th-Century British Literature,103.677 001,3,Lim Jane,Department of English Language and Literature,,English,"[{'time': 'Wed.(13:30~16:20)', 'place': '2-306'}]",ⓔ
Elective Subject for Major,Graduate,0,Seminar in English Linguistics,103.648 001,3,Soohyun Kwon,Department of English Language and Literature,,Korean,"[{'time': 'Tue.(13:30~16:20)', 'place': '3-313'}]", 
Elective Subject for Major,Graduate,0,Research Methods in English Linguistics,103.687 001,3,Kwon Heokseung,Department of English Language and Literature,,Korean,"[{'time': 'Mon.(13:30~16:20)', 'place': '3-313'}]", 
Elective Subject for Major,Graduate,0,19th-Century British Literature,103.678 001,3,Cho Son Jeong,Department of English Language and Literature,,Korean,"[{'time': 'Mon.(13:30~16:20)', 'place': '2-306'}]", 
Reading and Research,Graduate,0,Dissertation Research,103.803 003,3,Kim Myung-Hwan,Department of English Language and Literature,,Korean,"[{'time': '', 'place': ''}]", 
Reading and Research,Graduate,0,Dissertation Research,103.803 002,3,Kwon Heokseung,Department of English Language and Literature,,Korean,"[{'time': '', 'place': ''}]", 
Reading and Research,Graduate,0,Dissertation Research,103.803 001,3,Woosung  Kang,Department of English Language and Literature,,Korean,"[{'time': '', 'place': ''}]", 
Reading and Research,Graduate,0,Dissertation Research,103.803 004,3,Bomin Kim,Department of English Language and Literature,,Korean,"[{'time': '', 'place': ''}]", 
Subject for Liberal Education,Undergraduate,1,Elementary Chinese 2,032.011 003,3,,Department of Chinese Language and Literature,Academic Foundations - Foreign Languages,Korean,"[{'time': 'Mon.(14:00~15:15)', 'place': '5-212'}, {'time': 'Mon.(17:00~17:50)', 'place': '8-303'}, {'time': 'Mon.(17:00~17:50)', 'place': '8-406'}, {'time': 'Wed.(14:00~15:15)', 'place': '5-212'}]", 
Requisite Subject for Major,Undergraduate,2,Analytical Chemistry 2,718.215 001,3,Hong Hun-Gi,Chemistry Education Major,,Korean,"[{'time': 'Tue.(11:00~12:15)', 'place': '11-102'}, {'time': 'Thur.(11:00~12:15)', 'place': '11-102'}]", 
Reading and Research,Graduate,0,Dissertation Research,103.803 011,3,Sohn Chang Yong,Department of English Language and Literature,,Korean,"[{'time': '', 'place': ''}]", 
Reading and Research,Graduate,0,Dissertation Research,103.803 008,3,Min Eun Kyung,Department of English Language and Literature,,Korean,"[{'time': '', 'place': ''}]", 
Reading and Research,Graduate,0,Dissertation Research,103.803 010,3,Son Youngjoo,Department of English Language and Literature,,Korean,"[{'time': '', 'place': ''}]", 
Reading and Research,Graduate,0,Dissertation Research,103.803 006,3,Kim  Hyonjin,Department of English Language and Literature,,Korean,"[{'time': '', 'place': ''}]", 
Reading and Research,Graduate,0,Dissertation Research,103.803 009,3,Bong Joon Soo,Department of English Language and Literature,,Korean,"[{'time': '', 'place': ''}]", 
Reading and Research,Graduate,0,Dissertation Research,103.803 005,3,Kim Jungha,Department of English Language and Literature,,Korean,"[{'time': '', 'place': ''}]", 
Reading and Research,Graduate,0,Dissertation Research,103.803 007,3,Eunha Na,Department of English Language and Literature,,Korean,"[{'time': '', 'place': ''}]", 
Elective Subject for Major,Graduate,2,French textbooks and French Didactics with Authentic Materials,708.598A 001,3,Kim Sunhee,French Major,,Korean,"[{'time': 'Thur.(15:00~17:50)', 'place': '12-409'}]", 
Elective Subject for Major,Graduate,0,General Physiology and Molecular Human Biology,M1932.000600 001,3,Yin Hua Zhang,Department of Biomedical Sciences,,English,"[{'time': 'Mon.(15:00~17:50)', 'place': ' '}]",ⓔ
Elective Subject for Major,Graduate,0,Intelligent Computing System Design Project,M1522.006600 001,3,Kwon Taekyoung,Department of Computer Science and Engineering,,Korean,"[{'time': 'Mon.(11:00~12:15)', 'place': '301-203'}, {'time': 'Wed.(11:00~12:15)', 'place': '301-203'}]", 
Requisite Subject for Major,Graduate,1,Advanced Physical Assessment and Lab,M3382.000300 001,3,Chae Sunmi,Department of Clinical Nursing Science,,Korean,"[{'time': 'Wed.(17:00~18:50)', 'place': '#12-307'}, {'time': 'Wed.(19:00~20:50)', 'place': '#12-307'}]", 
Subject for Liberal Education,Undergraduate,1,Physical Education 2,051.002 001,1,Kim   Yeonsoo,Department of Physical Education,General Education Electives - Physical Education,Korean,"[{'time': 'Fri.(15:00~16:50)', 'place': ' '}]", 
Elective Subject for Major,Undergraduate,2,Sport Activity,722.225A 001,1,Na  Youngil,Department of Physical Education,,Korean,"[{'time': 'Fri.(15:00~16:50)', 'place': '71-1-206'}]", 
Elective Subject for Major,Graduate,0,Topics in Commercial Law,270.656 001,3,Jung Sunseop,College of Law,,Korean,"[{'time': 'Mon.(19:00~21:50)', 'place': '15-1-102'}]", 
Subject for Liberal Education,Undergraduate,1,Elementary Chinese 1,032.010 010,3,Lee Seonghyun,Department of Chinese Language and Literature,Academic Foundations - Foreign Languages,Korean,"[{'time': 'Tue.(11:00~12:15)', 'place': '2-110'}, {'time': 'Tue.(17:00~17:50)', 'place': '8-302'}, {'time': 'Tue.(17:00~17:50)', 'place': '8-303'}, {'time': 'Thur.(11:00~12:15)', 'place': '2-110'}]", 
Elective Subject for Major,Undergraduate,1,2-D Fundamentals 2,M2182.001000 001,2,Donghyun Son,College of Fine Arts,,Korean,"[{'time': 'Fri.(16:00~16:50)', 'place': '74-201'}, {'time': 'Fri.(15:00~15:50)', 'place': '74-201'}, {'time': 'Fri.(14:00~14:50)', 'place': '74-407'}]",®
Elective Subject for Major,Undergraduate,3,Exercises in Economics,M1314.001700 004,3,Park Jee-Hyeong,Department of Economics,,Korean,"[{'time': 'Mon.(09:30~12:20)', 'place': '16-226'}]",®
Elective Subject for Major,Graduate,0,Studies in Semantics 2,108.719 001,3,Nam Seungho,Department of Linguistics,,Korean,"[{'time': 'Wed.(13:00~15:50)', 'place': '2-320'}]", 
Elective Subject for Major,Graduate,0,Studies in International Trade,212.652 001,3,Park Jee-Hyeong,Department of Economics,,English,"[{'time': 'Mon.(15:30~18:20)', 'place': '101-512'}]",ⓔ
Elective Subject for Major,Graduate,0,Planning and Management of Smart City,M2097.000900 001,3,Kim In-Hwan,City and Regional Planning Major,,Korean,"[{'time': 'Mon.(10:00~12:50)', 'place': '82-205'}]", 
Subject for Liberal Education,Undergraduate,1,Elementary Chinese 1,032.010 011,3,Lee Seonghyun,Department of Chinese Language and Literature,Academic Foundations - Foreign Languages,Korean,"[{'time': 'Tue.(12:30~13:45)', 'place': '2-110'}, {'time': 'Thur.(12:30~13:45)', 'place': '2-110'}, {'time': 'Thur.(17:00~17:50)', 'place': '8-302'}, {'time': 'Thur.(17:00~17:50)', 'place': '8-303'}]", 
Elective Subject for Major,Graduate,1,Seminar for the New Graduate Students,M1420.000100 001,3,Woo Jong-Hak,Astronomy Program Major,,English,"[{'time': 'Fri.(14:00~16:50)', 'place': '19-206'}]",ⓔ
Elective Subject for Major,Undergraduate,3,Logic and Writing in Science,700.401A 002,2,Choi Chuiim,Chemistry Education Major,Education,Korean,"[{'time': 'Wed.(11:00~12:50)', 'place': '11-102'}]", 
Elective Subject for Major,Graduate,,Studies in Traffic Engineering,941.717 001,3,,Department of Environmental Planning,,Korean,"[{'time': 'Tue.(10:00~12:50)', 'place': '82-308'}]", 
Elective Subject for Major,Undergraduate,3,Medieval Europe,112.322A 001,3,Park Heung-Sik,Department of Western History,,Korean,"[{'time': 'Mon.(14:00~15:15)', 'place': '14-208'}, {'time': 'Wed.(14:00~15:15)', 'place': '14-208'}]", 
Elective Subject for Major,Undergraduate,4,Chemistry Education Lab.,718.449 001,2,,Chemistry Education Major,,Korean,"[{'time': 'Thur.(13:00~16:50)', 'place': '13-104'}]", 
Elective Subject for Major,Graduate,0,Logistics Systems,941.588A 001,3,Sangjin Han,Transportation Studies Major,,Korean,"[{'time': 'Thur.(14:00~16:50)', 'place': '82-308'}]", 
Elective Subject for Major,Graduate,0,Topics in Energy Systems Engineering,459.570A 001,3,Cho Hyoung Kyu,Nuclear Engineering Major,,English,"[{'time': 'Tue.(09:30~10:45)', 'place': '32-109'}, {'time': 'Thur.(09:30~10:45)', 'place': '32-109'}]",ⓔ®Nuclear students only
Elective Subject for Major,Undergraduate,4,Practice of Numerical Simulation for Nuclear Engineering,M1509.001100 001,3,Cho Hyoung Kyu,Department of Nuclear Engineering,,Korean,"[{'time': 'Mon.(14:00~14:50)', 'place': '32-201'}, {'time': 'Wed.(14:00~17:50)', 'place': '32-201'}]", 
Elective Subject for Major,Graduate,0,Numerical Methods for Partial Differential Equations,3394.508 001,3,Jae-Hyeon Parq,Interdisciplinary Program in Computational Science and Technology,,Korean,"[{'time': 'Fri.(10:00~12:50)', 'place': '24-113'}]", 
Elective Subject for Major,Graduate,0,Advanced Biochemical Engineering,458.673 001,3,Hahn Ji Sook,Department of Chemical and Biological Engineering,,Korean,"[{'time': 'Tue.(11:00~12:15)', 'place': '302-509'}, {'time': 'Thur.(11:00~12:15)', 'place': '302-509'}]",®
Elective Subject for Major,Undergraduate,4,Transition Economies and Economic Systems,212.472 001,3,Kim Byung-Yeon,Department of Economics,,Korean,"[{'time': 'Thur.(14:00~16:50)', 'place': '16-111'}]",®
Elective Subject for Major,Undergraduate,3,Complex Function Theory 2,3341.301A 001,3,Kim Dano,Department of Mathematical Sciences,,Korean,"[{'time': 'Tue.(09:30~10:45)', 'place': '24-211'}, {'time': 'Thur.(09:30~10:45)', 'place': '24-211'}]", 
Elective Subject for Major,Undergraduate,3,Thermodynamics and Nuclear Power System,M1509.000700 001,3,Cho Hyoung Kyu,Department of Nuclear Engineering,,Korean,"[{'time': 'Tue.(14:00~15:15)', 'place': '32-108'}, {'time': 'Thur.(14:00~15:15)', 'place': '32-108'}]", 
Requisite Subject for Major,Undergraduate,3,History of Korean Music 2,654.3316 001,2,Kim Eun-Ja,Department of Korean Music,,Korean,"[{'time': 'Mon.(15:00~16:50)', 'place': '54-210'}]", 
Elective Subject for Major,Graduate,0,Advanced Environmental Hydlaulics,457.560 001,3,Seo Il Won,Civil and Environmental Engineering Major,,Korean,"[{'time': 'Tue.(11:00~12:15)', 'place': '35-315'}, {'time': 'Thur.(11:00~12:15)', 'place': '35-315'}]", 
Elective Subject for Major,Graduate,0,Research Methods in Strategic Management,M1338.001400 001,3,Park Sun Hyun,Department of Business Administration,,English,"[{'time': 'Thur.(14:00~16:50)', 'place': '58-416'}]",ⓔ
Requisite Subject for Major,Undergraduate,2,Elementary Fluid Mechanics and Lab.,457.204 001,3,Seo Il Won,Department of Civil and Environmental Engineering,,Korean,"[{'time': 'Mon.(14:00~15:50)', 'place': '35-315'}, {'time': 'Wed.(14:00~15:50)', 'place': '35-315'}]", 
Elective Subject for Major,Graduate,0,Cardiopulmonary Rehabilitation,M0000.012900 001,3,Lim Jae-Young,Rehabilitation Medicine Major,,English,"[{'time': 'Thur.(18:00~20:50)', 'place': ' '}]",ⓔ
Requisite Subject for Major,Undergraduate,1,Veterinary Histology & Lab. 2,552.117 001,2,Seong  Jekyung,Department of Veterinary Medicine,,Korean,"[{'time': 'Tue.(11:00~12:50)', 'place': '85-205'}, {'time': 'Tue.(17:00~19:50)', 'place': '85-205'}]", 
Reading and Research,Graduate,0,Reading and Research,251.803 015,3,Park Sun Hyun,Department of Business Administration,,Korean,"[{'time': '', 'place': ''}]", 
Requisite Subject for Major,Undergraduate,3,Chemical and Biological Synthesis Lab.,458.306 001,2,Kim Young Gyu,Department of Chemical and Biological Engineering,,Korean,"[{'time': 'Tue.(18:00~21:50)', 'place': '302-611'}]",®
Elective Subject for Major,Undergraduate,3,How to make a robot with artificial intelligence,M2177.002600 001,3,Seong-Woo Kim,College of Engineering,,Korean,"[{'time': 'Fri.(09:00~10:50)', 'place': '38-429'}, {'time': 'Fri.(11:00~12:50)', 'place': '38-429'}]", 
Elective Subject for Major,Graduate,0,American Fiction up to 1900,103.659A 001,3,Woosung  Kang,Department of English Language and Literature,,Korean,"[{'time': 'Wed.(16:30~19:20)', 'place': '2-306'}]", 
Elective Subject for Major,Graduate,0,Lifelong Education Program Development,701.609A 001,3,,Department of Education,,Korean,"[{'time': 'Tue.(14:00~16:50)', 'place': '10-1-103'}]", 
Elective Subject for Major,Graduate,1,Autonomous Robot Intelligence,M2866.003700 001,3,Seong-Woo Kim,Engineering Practice Major,,Korean,"[{'time': 'Fri.(14:00~16:50)', 'place': '38-429'}]", 
